IRSZ.;CíMHELY NEVE;JELLEGE;VÁROSRÉSZ;1.SZÁM;1.JEL;2.SZÁM;2.JEL;;;;;;
6757;Mazsola;utca;Gyálarét;0;;0;;;;;;;
6753;Medveszõlõ;utca;Tápé;0;;0;;;;;;;
6723;Meggyfa             ;utca;;0;;0;;;;;;;
6791;Mécsvirág;köz;Kiskundorozsma;0;;0;;;;;;;
6729;Méh;utca;Tompasziget;0;;0;;;;;;;
6726;Melinda             ;utca;;0;;0;;;;;;;
6724;Menhely             ;utca;;0;;0;;;;;;;
6791;Menta;utca;Kiskundorozsma;0;;0;;;;;;;
6722;Mérey               ;utca;;0;;0;;;;;;;
6728;Merkapt;köz;;0;;0;;;;;;;
6728;Merkúr;út;;0;;0;;;;;;;
6725;Mertz Tibor;utca;;0;;0;;;;;;;
6753;Mester              ;tanya;;0;;0;;;;;;;
6791;Mester              ;utca;Kiskundorozsma;0;;0;;;;;;;
6725;Mezõ                ;utca;;0;;0;;;;;;;
6728;Mika;tanya;;0;;0;;;;;;;
6710;Mikes Kelemen       ;utca;Szentmihály;0;;0;;;;;;;
6753;Miklós              ;tanya;Tápé;0;;0;;;;;;;
6757;Miklós              ;utca;Gyálarét;0;;0;;;;;;;
6722;Mikszáth Kálmán     ;utca;;0;;0;;;;;;;
6724;Millecentenáriumi;liget;;0;;0;;;;;;;
6771;Mimóza              ;utca;Szõreg;0;;0;;;;;;;
6757;Mogyoró;utca;Gyálarét;0;;0;;;;;;;
6729;Moholi              ;utca;;0;;0;;;;;;;
6729;Mokrini             ;utca;;0;;0;;;;;;;
6726;Mókus;köz;;0;;0;;;;;;;
6723;Molnár              ;utca;;0;;0;;;;;;;
6771;Monti Sándor;park;;0;;0;;;;;;;
6725;Móra                ;utca;;0;;0;;;;;;;
6791;Móra-hegyi           ;út;Kiskundorozsma;0;;0;;;;;;;
6725;Móravárosi         ;körút;;0;;0;;;;;;;
6710;Móricz Zsigmond     ;utca;;0;;0;;;;;;;
6722;Moszkvai            ;körút;;2;;32;;;;;;;
6725;Moszkvai            ;körút;;34;;34;;;;;;;
6725;Moszkvai            ;körút;;-1;;0;;;;;;;
6729;Mozdony             ;utca;;0;;0;;;;;;;
6710;Mozsár;utca;Szentmihály;0;;0;;;;;;;
6728;Muhari;tanya;;0;;0;;;;;;;
6721;Munkácsy            ;utca;;0;;0;;;;;;;
6710;Munkás              ;köz;Szentmihály;0;;0;;;;;;;
6771;Munkás              ;utca;Szõreg;0;;0;;;;;;;
6724;Mura                ;utca;;0;;0;;;;;;;
6723;Murányi             ;utca;;0;;0;;;;;;;
6753;Muskátli            ;utca;Tápé;0;;0;;;;;;;
6710;Muskó               ;köz;Szentmihály;0;;0;;;;;;;
6791;Muskotály           ;utca;Kiskundorozsma;0;;0;;;;;;;
6729;Muslinca;utca;;0;;0;;;;;;;
6728;Must                ;utca;;0;;0;;;;;;;
6791;Mustár;utca;Kiskundorozsma;0;;0;;;;;;;
6726;Mûhely              ;utca;;0;;0;;;;;;;
6728;Müller;tanya;;0;;0;;;;;;;
6726;Mûves;út;;0;;0;;;;;;;
6728;Nád;dûlõ;;0;;0;;;;;;;
6791;Nadályfû;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Nádas               ;tanya;;0;;0;;;;;;;
6724;Nádas               ;utca;;0;;0;;;;;;;
6720;Nádor               ;utca;;0;;0;;;;;;;
6728;Nádvágó;út;;0;;0;;;;;;;
6720;Nagy Jenõ           ;utca;;0;;0;;;;;;;
6728;Nagy-Baktói;út;;0;;0;;;;;;;
6771;Nagybecskereki      ;utca;Szõreg;0;;0;;;;;;;
6710;Nagybercsényi       ;utca;Szentmihály;0;;0;;;;;;;
6728;Nagyfekete;út;;0;;0;;;;;;;
6771;Nagykikinda         ;utca;Szõreg;0;;0;;;;;;;
6753;Nagyrét             ;utca;Tápé;0;;0;;;;;;;
6791;Nagyszeg            ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Nagyszéki;út;;0;;0;;;;;;;
6728;Nagyszombati        ;utca;;0;;0;;;;;;;
6791;Nap                 ;utca;Kiskundorozsma;0;;0;;;;;;;
6771;Napfény             ;köz;Szõreg;0;;0;;;;;;;
6728;Napos;út;;0;;0;;;;;;;
6757;Napraforgó          ;utca;Gyálarét;0;;0;;;;;;;
6753;Napsugár;utca;Tápé;0;;0;;;;;;;
6757;Narancs;utca;Gyálarét;0;;0;;;;;;;
6757;Naspolya;utca;Gyálarét;0;;0;;;;;;;
6771;Nedelka;tanya;Szõreg;0;;0;;;;;;;
6771;Nefelejcs           ;utca;Szõreg;0;;0;;;;;;;
6729;Négyház             ;utca;;0;;0;;;;;;;
6791;Negyvennyolcas      ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Nemes         ;tanya;;0;;0;;;;;;;
6722;Nemes takács         ;utca;;1;;19;;;;;;;
6722;Nemes takács         ;utca;;2;;14;;;;;;;
6725;Nemes takács         ;utca;;-3;;0;;;;;;;
6726;Németh András;utca;;0;;0;;;;;;;
6729;Nemzetõr            ;sor;;0;;0;;;;;;;
6728;Népdal              ;utca;;0;;0;;;;;;;
6726;Népkert             ;sor;;0;;0;;;;;;;
6791;Nõszõfû;utca;;0;;0;;;;;;;
6710;Nyár                ;köz;Szentmihály;0;;0;;;;;;;
6771;Nyárfa              ;utca;Szõreg;0;;0;;;;;;;
6725;Nyíl                ;utca;;0;;0;;;;;;;
6753;Nyilassy            ;utca;Tápé;0;;0;;;;;;;
6791;Nyírfa;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Nyírfás;tanya;;0;;0;;;;;;;
6724;Nyitra              ;utca;;0;;0;;;;;;;
6791;Nyugati             ;sor;Kiskundorozsma;0;;0;;;;;;;
6729;Óbébai              ;utca;;0;;0;;;;;;;
6791;Ocskó               ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Október 6.          ;utca;Kiskundorozsma;0;;0;;;;;;;
6723;Olajbányász         ;tér;;0;;0;;;;;;;
6723;Olajos              ;utca;;0;;0;;;;;;;
6725;Oldal               ;utca;;0;;0;;;;;;;
6726;Olt                 ;utca;;0;;0;;;;;;;
6725;Oltványi            ;utca;;0;;0;;;;;;;
6791;Orczy István        ;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Orgona           ;utca;Tápé;0;;0;;;;;;;
6720;Oroszlán            ;utca;;0;;0;;;;;;;
6726;Orsolya             ;utca;;0;;0;;;;;;;
6726;Orsovai             ;utca;;0;;0;;;;;;;
6723;Ortutay             ;utca;;0;;0;;;;;;;
6710;Orvos               ;köz;Szentmihály;0;;0;;;;;;;
6720;Oskola              ;utca;;0;;0;;;;;;;
6753;Ostrom              ;utca;Tápé;0;;0;;;;;;;
6721;Osztrovszky         ;utca;;0;;0;;;;;;;
6727;Otthon              ;utca;;0;;0;;;;;;;
6710;Óvoda               ;utca;Szentmihály;0;;0;;;;;;;
6726;Ökörszem            ;utca;;0;;0;;;;;;;
6791;Öreghegy;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6791;Öreghegyi;utca;;0;;0;;;;;;;
6791;Õrlõ                ;köz;Kiskundorozsma;0;;0;;;;;;;
6726;Örökzöld;köz;;0;;0;;;;;;;
6729;Örvény              ;utca;;0;;0;;;;;;;
6724;Õsz                 ;utca;;0;;0;;;;;;;
6791;Õszibarack          ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Õszirózsa;köz;Kiskundorozsma;0;;0;;;;;;;
6724;Öthalom             ;utca;;0;;0;;;;;;;
6729;Ötház               ;utca;;0;;0;;;;;;;
6726;Ötvös;köz;;0;;0;;;;;;;
6724;Pacsirta            ;utca;;0;;0;;;;;;;
6753;Pajor;út;;0;;0;;;;;;;
6753;Pajtás              ;utca;Tápé;0;;0;;;;;;;
6753;Pál;tanya;;0;;0;;;;;;;
6724;Pál                 ;utca;;0;;0;;;;;;;
6771;Palackozó           ;utca;Szõreg;0;;0;;;;;;;
6720;Palánk;;;0;;0;;;;;;;
6729;Palánkai            ;utca;;0;;0;;;;;;;
6710;Palánta             ;utca;Szentmihály;0;;0;;;;;;;
6729;Pálfy;telep;;0;;0;;;;;;;
6725;Pálfy               ;utca;;0;;0;;;;;;;
6729;Palicsi;utca;;0;;0;;;;;;;
6791;Pallantér;sor;Kiskundorozsma;0;;0;;;;;;;
6771;Pálma               ;utca;Szõreg;0;;0;;;;;;;
6791;Palóc               ;utca;Kiskundorozsma;0;;0;;;;;;;
6771;Palotás;utca;;0;;0;;;;;;;
6771;Pálya               ;tér;Szõreg;0;;0;;;;;;;
6726;Páncél;köz;;0;;0;;;;;;;
6729;Pancsovai           ;utca;;0;;0;;;;;;;
6725;Panda;tér;;0;;0;;;;;;;
6727;Pápai               ;utca;;0;;0;;;;;;;
6753;Papdi;tanya;;0;;0;;;;;;;
6728;Paprika             ;tanya;;0;;0;;;;;;;
6725;Paprika             ;utca;;0;;0;;;;;;;
6710;Paradicsom;köz;;0;;0;;;;;;;
6726;Parajdi;utca;;0;;0;;;;;;;
6721;Párizsi             ;körút;;2;;32;;;;;;;
6722;Párizsi             ;körút;;-3;;0;;;;;;;
6724;Párizsi             ;körút;;-1;;0;;;;;;;
6791;Párlófû;utca;;0;;0;;;;;;;
6728;Parobek Alajos;utca;;0;;0;;;;;;;
6791;Pasztinák;köz;;0;;0;;;;;;;
6725;Pásztor             ;utca;;0;;0;;;;;;;
6791;Pásztortáska;köz;;0;;0;;;;;;;
6728;Pázsit              ;utca;;0;;0;;;;;;;
6726;Pécskai             ;utca;;0;;0;;;;;;;
6791;Pemete;utca;;0;;0;;;;;;;
6723;Pentelei            ;sor;;0;;0;;;;;;;
6791;Perec               ;köz;Kiskundorozsma;0;;0;;;;;;;
6791;Perje;köz;Kiskundorozsma;0;;0;;;;;;;
6728;Péter;tanya;;0;;0;;;;;;;
6791;Pesthy Pál;út;Kiskundorozsma;0;;0;;;;;;;
6791;Petneházy           ;utca;Kiskundorozsma;0;;0;;;;;;;
6710;Petõfi              ;utca;Szentmihály;0;;0;;;;;;;
6722;Petõfi Sándor       ;sugárút;;1;;41;;;;;;;
6722;Petõfi Sándor       ;sugárút;;2;;40;;;;;;;
6725;Petõfi Sándor       ;sugárút;;-3;;0;;;;;;;
6724;Petresi             ;utca;;0;;0;;;;;;;
6726;Petri Gábor;út;;0;;0;;;;;;;
6726;Petrozsényi         ;utca;;0;;0;;;;;;;
6728;Pihenõ              ;utca;;0;;0;;;;;;;
6728;Pihenõ              ;park;;0;;0;;;;;;;
6727;Pilisi              ;utca;;0;;0;;;;;;;
6729;Pillangó;utca;Tompasziget;0;;0;;;;;;;
6723;Pille               ;utca;;0;;0;;;;;;;
6726;Pillich Kálmán      ;utca;;0;;0;;;;;;;
6791;Pimpó;utca;;0;;0;;;;;;;
6728;Pintér József;utca;;0;;0;;;;;;;
6726;Pinty               ;utca;;0;;0;;;;;;;
6726;Pipacs              ;utca;;0;;0;;;;;;;
6726;Pipiske             ;utca;;0;;0;;;;;;;
6791;Pipitér             ;utca;Kiskundorozsma;0;;0;;;;;;;
6723;Piroska             ;tér;;0;;0;;;;;;;
6757;Piszke;utca;Gyálarét;0;;0;;;;;;;
6757;Pisztácia;utca;Gyálarét;0;;0;;;;;;;
6753;Pitypang;utca;Tápé;0;;0;;;;;;;
6729;Pók;utca;Tompasziget;0;;0;;;;;;;
6710;Ponty               ;utca;Szentmihály;0;;0;;;;;;;
6791;Porcsin;köz;Kiskundorozsma;0;;0;;;;;;;
6753;Porgány;köz;;0;;0;;;;;;;
6753;Porgány;dûlõ;;0;;0;;;;;;;
6729;Postás              ;utca;;0;;0;;;;;;;
6723;Pósz Jenõ           ;utca;;0;;0;;;;;;;
6724;Pozsonyi Ignác      ;utca;;0;;0;;;;;;;
6728;Pöröséri;út;;0;;0;;;;;;;
6723;Pöstyéni            ;utca;;0;;0;;;;;;;
6791;Pöszméte;utca;;0;;0;;;;;;;
6724;Pulz               ;utca;;0;;0;;;;;;;
6726;Purjesz Béla;utca;;0;;0;;;;;;;
6724;Puskás              ;utca;;0;;0;;;;;;;
6721;Pusztaszeri         ;utca;;0;;0;;;;;;;
6722;Püspök              ;utca;;0;;0;;;;;;;
6753;Rába                ;utca;Tápé;0;;0;;;;;;;
6725;Rábéi               ;utca;;0;;0;;;;;;;
6726;Radnai;utca;;0;;0;;;;;;;
6726;Radnóti             ;utca;;0;;0;;;;;;;
6726;Rahói;utca;;0;;0;;;;;;;
6722;Rákóczi             ;tér;;0;;0;;;;;;;
6725;Rákóczi             ;utca;;0;;0;;;;;;;
6710;Raktár              ;köz;Szentmihály;0;;0;;;;;;;
6791;Rebarbara;utca;Kiskundorozsma;0;;0;;;;;;;
6726;Réce                ;utca;;0;;0;;;;;;;
6753;Régész              ;tér;Tápé;0;;0;;;;;;;
6728;Régi posta;út;;0;;0;;;;;;;
6753;Regina;utca;Tápé;0;;0;;;;;;;
6726;Reizner János;utca;;0;;0;;;;;;;
6791;Rekettye            ;utca;Kiskundorozsma;0;;0;;;;;;;
6725;Remény              ;utca;;0;;0;;;;;;;
6729;Rendezõ             ;tér;;0;;0;;;;;;;
6729;Rendezõ             ;pályaudvar;;0;;0;;;;;;;
6728;Rengey              ;utca;;0;;0;;;;;;;
6725;Répás               ;utca;;0;;0;;;;;;;
6728;Repülõtér;;;0;;0;;;;;;;
6720;Rerrich Béla        ;tér;;0;;0;;;;;;;
6723;Retek               ;utca;;0;;0;;;;;;;
6791;Réti                ;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Réti                ;tanya;Tápé;0;;0;;;;;;;
6753;Rév                 ;utca;Tápé;0;;0;;;;;;;
6720;Révai               ;utca;;0;;0;;;;;;;
6753;Révész;tanya;;0;;0;;;;;;;
6753;Révész 1;tanya;;0;;0;;;;;;;
6727;Réz                 ;utca;;0;;0;;;;;;;
6710;Rezeda              ;utca;Szentmihály;0;;0;;;;;;;
6791;Rezgõfû;köz;;0;;0;;;;;;;
6726;Rézöntõ;utca;;0;;0;;;;;;;
6728;Rheinmetall;utca;;0;;0;;;;;;;
6757;Ribizli;utca;Gyálarét;0;;0;;;;;;;
6724;Rigó                ;utca;;0;;0;;;;;;;
6791;Rigómezõ            ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Ringló              ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Rizling;utca;Kiskundorozsma;0;;0;;;;;;;
6724;Rohonci             ;utca;;0;;0;;;;;;;
6724;Rókus            ;állomás;;0;;0;;;;;;;
6724;Rókusi              ;körút;;0;;0;;;;;;;
6724;Rókusi feketeföldek;;;0;;0;;;;;;;
6723;Rom                 ;utca;;0;;0;;;;;;;
6721;Római               ;körút;;-2;;0;;;;;;;
6723;Római               ;körút;;-1;;0;;;;;;;
6723;Róna                ;utca;;0;;0;;;;;;;
6720;Roosevelt           ;tér;;0;;0;;;;;;;
6710;Rosta               ;köz;Szentmihály;0;;0;;;;;;;
6791;Rót-kút;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6710;Rozmaring           ;utca;Szentmihály;0;;0;;;;;;;
6723;Rózsa               ;utca;;1;;29;;;;;;;
6723;Rózsa               ;utca;;2;;28;;;;;;;
6724;Rózsa               ;utca;;-3;;0;;;;;;;
6791;Rózsalapos;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6728;Rózsamajor;út;;0;;0;;;;;;;
6728;Rózsamajor;köz;;0;;0;;;;;;;
6791;Rózsaszéki;utca;;0;;0;;;;;;;
6771;Rózsatõ             ;utca;Szõreg;0;;0;;;;;;;
6791;Rozsnok;utca;;0;;0;;;;;;;
6723;Rozsnyói            ;utca;;0;;0;;;;;;;
6725;Röszkei             ;utca;;0;;0;;;;;;;
6710;Rövid               ;köz;Szentmihály;0;;0;;;;;;;
6791;Rövid               ;utca;Kiskundorozsma;0;;0;;;;;;;
6724;Ruszti              ;utca;;0;;0;;;;;;;
6791;Rügy                ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Sáfrány;utca;Kiskundorozsma;0;;0;;;;;;;
6721;Sajka               ;utca;;0;;0;;;;;;;
6728;Salakos Horgász;tanya;;0;;0;;;;;;;
6723;Sándor              ;utca;;0;;0;;;;;;;
6728;Sándorfalvi;út;;0;;0;;;;;;;
6710;Sárgabánya          ;;Szentmihály;0;;0;;;;;;;
6728;Sárgatöltés;köz;;0;;0;;;;;;;
6771;Sarkantyú           ;utca;Szõreg;0;;0;;;;;;;
6725;Sárkány             ;utca;;0;;0;;;;;;;
6726;Sarló               ;utca;;0;;0;;;;;;;
6791;Sarlófû;utca;;0;;0;;;;;;;
6726;Sarolta             ;utca;;0;;0;;;;;;;
6724;Sárosi              ;utca;;0;;0;;;;;;;
6726;Sas                 ;utca;;0;;0;;;;;;;
6723;Sás                 ;utca;;0;;0;;;;;;;
6728;Sebesi;tanya;;0;;0;;;;;;;
6791;Sebõk;tanya;;0;;0;;;;;;;
6723;Selmeci             ;utca;;0;;0;;;;;;;
6723;Selyem              ;utca;;0;;0;;;;;;;
6725;Semmelweis          ;utca;;0;;0;;;;;;;
6726;Sepsi               ;utca;;0;;0;;;;;;;
6791;Seregélyes;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6727;Seres János;utca;;0;;0;;;;;;;
6728;Serkédi;tanya;;0;;0;;;;;;;
6791;Sia;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6724;Siha;köz;;0;;0;;;;;;;
6724;Sík Sándor;utca;;0;;0;;;;;;;
6710;Sikér;köz;;0;;0;;;;;;;
6728;Simon;tanya;;0;;0;;;;;;;
6753;Simon 1;tanya;;0;;0;;;;;;;
6729;Sínpár              ;sor;;0;;0;;;;;;;
6771;Sipos Erdei Iskola;tanya;;0;;0;;;;;;;
6729;Sípos Iván        ;utca;;0;;0;;;;;;;
6727;Sirály              ;utca;;0;;0;;;;;;;
6753;Sírhegy;köz;;0;;0;;;;;;;
6753;Sírhegyi;tanya;;0;;0;;;;;;;
6727;Só                  ;utca;;0;;0;;;;;;;
6721;Sóhordó             ;utca;;0;;0;;;;;;;
6728;Sója;tanya;;0;;0;;;;;;;
6710;Solt;köz;;0;;0;;;;;;;
6727;Sólya;utca;;0;;0;;;;;;;
6723;Sólyom              ;utca;;0;;0;;;;;;;
6791;Sóvirág;út;Kiskundorozsma;0;;0;;;;;;;
6757;Som;utca;Gyálarét;0;;0;;;;;;;
6720;Somogyi             ;utca;;0;;0;;;;;;;
6725;Somogyi Béla;tér;;0;;0;;;;;;;
6728;Sopsits;tanya;;0;;0;;;;;;;
6791;Sömlyék             ;út;Kiskundorozsma;0;;0;;;;;;;
6724;Sõtér István;köz;;0;;0;;;;;;;
6710;Sportpálya          ;utca;Szentmihály;0;;0;;;;;;;
6720;Stefánia;;;0;;0;;;;;;;
6791;Strand;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Subasa              ;út;Kiskundorozsma;0;;0;;;;;;;
6791;Subasa              ;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6726;Sulyom;út;;0;;0;;;;;;;
6710;Sügér;utca;;0;;0;;;;;;;
6710;Süllõ;utca;;0;;0;;;;;;;
6791;Süveg               ;utca;Kiskundorozsma;0;;0;;;;;;;
6725;Szabad sajtó        ;utca;;0;;0;;;;;;;
6729;Szabadkai;út;;0;;0;;;;;;;
6725;Szabadság           ;tér;;0;;0;;;;;;;
6728;Szabó 1 ;tanya;;0;;0;;;;;;;
6728;Szabó 2;tanya;;0;;0;;;;;;;
6728;Szabó 3;tanya;;0;;0;;;;;;;
6728;Szabó 4;tanya;;0;;0;;;;;;;
6791;Szabó 5 tanya;;Kiskundorozsma;0;;0;;;;;;;
6729;Szabó János         ;utca;;0;;0;;;;;;;
6725;Szajáni             ;utca;;0;;0;;;;;;;
6757;Szák;út;;0;;0;;;;;;;
6753;Szakál;tanya;;0;;0;;;;;;;
6723;Szakolcai           ;utca;;0;;0;;;;;;;
6728;Szalakóta;tanya;;0;;0;;;;;;;
6729;Szalay;udvar;;0;;0;;;;;;;
6791;Szalmáskert         ;út;Kiskundorozsma;0;;0;;;;;;;
6791;Szamóca;utca;Kiskundorozsma;0;;0;;;;;;;
6723;Szamos              ;utca;;0;;0;;;;;;;
6725;Szántó              ;utca;;0;;0;;;;;;;
6727;Szántó Kovács János ;utca;;0;;0;;;;;;;
6721;Szappanos           ;utca;;0;;0;;;;;;;
6728;Száraz;tanya;;0;;0;;;;;;;
6791;Szarkaláb;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Szárvágó;út;;0;;0;;;;;;;
6710;Szarvas             ;köz;Szentmihály;0;;0;;;;;;;
6724;Szatymazi           ;utca;;0;;0;;;;;;;
6753;Száva               ;utca;Tápé;0;;0;;;;;;;
6726;Szebeni;utca;;0;;0;;;;;;;
6720;Széchenyi           ;tér;;0;;0;;;;;;;
6791;Széchenyi István    ;utca;Kiskundorozsm;0;;0;;;;;;;
6725;Szécsi              ;utca;;0;;0;;;;;;;
6791;Szeder;utca;Kiskundorozsma;0;;0;;;;;;;
6771;Szegfû              ;utca;Szõreg;0;;0;;;;;;;
6753;Szék                ;utca;Tápé;0;;0;;;;;;;
6726;Székely             ;sor;;0;;0;;;;;;;
6791;Szekerce            ;utca;Kiskundorozsma;0;;0;;;;;;;
6725;Szekeres            ;utca;;0;;0;;;;;;;
6728;Székhalom;köz;;0;;0;;;;;;;
6728;Székháti;dûlõ;;0;;0;;;;;;;
6791;Széksósi            ;út;Kiskundorozsma;0;;0;;;;;;;
6791;Szék-tó;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6725;Szél;köz;;0;;0;;;;;;;
6725;Szél                ;utca;;0;;0;;;;;;;
6727;Szellõ              ;utca;;0;;0;;;;;;;
6791;Szélmalom           ;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Szélsõ              ;sor;;0;;0;;;;;;;
6791;Széna               ;utca;Kiskundorozsma;0;;0;;;;;;;
6724;Szende Béla         ;utca;;0;;0;;;;;;;
6753;Szendrey Júlia      ;utca;Tápé;0;;0;;;;;;;
6725;Szent Antal         ;utca;;0;;0;;;;;;;
6725;Szent Ferenc        ;utca;;0;;0;;;;;;;
6724;Szent Gellért       ;utca;;0;;0;;;;;;;
6721;Szent György        ;tér;;0;;0;;;;;;;
6721;Szent István        ;tér;;0;;0;;;;;;;
6791;Szent János         ;tér;Kiskundorozsma;0;;0;;;;;;;
6723;Szent László        ;utca;;0;;0;;;;;;;
6721;Szent Mihály        ;utca;;0;;0;;;;;;;
6721;Szent Miklós        ;utca;;0;;0;;;;;;;
6724;Szent Rókus         ;tér;;0;;0;;;;;;;
6726;Szent-Györgyi Albert;utca;;0;;0;;;;;;;
6720;Szent-Györgyi Albert;tér;;0;;0;;;;;;;
6722;Szentháromság       ;utca;;1;;47;;;;;;;
6722;Szentháromság       ;utca;;2;;50;;;;;;;
6725;Szentháromság       ;utca;;-3;;0;;;;;;;
6771;Szentiváni;dûlõ;Szõreg;0;;0;;;;;;;
6725;Szentmihályteleki   ;utca;;0;;0;;;;;;;
6727;Szepesi             ;utca;;0;;0;;;;;;;
6771;Szerb               ;utca;Szõreg;0;;0;;;;;;;
6757;Szercsika;utca;Gyálarét;0;;0;;;;;;;
6710;Szérûskerti         ;sor;Szentmihály;0;;0;;;;;;;
6729;Sziget              ;utca;;0;;0;;;;;;;
6729;Szigony             ;utca;;0;;0;;;;;;;
6726;Szíjártó;köz;;0;;0;;;;;;;
6753;Szikla     ;utca;Tápé;0;;0;;;;;;;
6725;Szikra              ;utca;;0;;0;;;;;;;
6721;Szilágyi            ;utca;;0;;0;;;;;;;
6724;Szilánk;köz;;0;;0;;;;;;;
6753;Sziliszék           ;út;Tápé;0;;0;;;;;;;
6723;Szilléri            ;sor;;0;;0;;;;;;;
6723;Szilléri            ;sugárút;;0;;0;;;;;;;
6791;Szilva              ;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Szilveszter;köz;Tápé;0;;0;;;;;;;
6753;Szirom              ;utca;Tápé;0;;0;;;;;;;
6729;Szitakötõ;utca;Tompasziget;0;;0;;;;;;;
6771;Szív                ;utca;Szõreg;0;;0;;;;;;;
6725;Szivárvány          ;utca;;0;;0;;;;;;;
6753;Szívvirág;utca;Tápé;0;;0;;;;;;;
6726;Szolgáltató         ;sor;;0;;0;;;;;;;
6753;Szomolya            ;;Tápé;0;;0;;;;;;;
6753;Szomolya            ;udvar;Tápé;0;;0;;;;;;;
6729;Szondi György       ;utca;;0;;0;;;;;;;
6729;Szöcske;utca;Tompasziget;0;;0;;;;;;;
6726;Szögi József;utca;;0;;0;;;;;;;
6727;Szõke               ;utca;;0;;0;;;;;;;
6720;Szõkefalvi-Nagy Béla;utca;;0;;0;;;;;;;
6727;Szõke Tisza;utca;;0;;0;;;;;;;
6757;Szõllõsi;tanya;;0;;0;;;;;;;
6757;Szõlõ;utca;Gyálarét;0;;0;;;;;;;
6726;Szõregi;út;;0;;0;;;;;;;
6771;Szõregi;tanyák;;0;;0;;;;;;;
6771;Szõregi;vasútállomás;;0;;0;;;;;;;
6771;Szõregi MÁV;õrház;;0;;0;;;;;;;
6726;Szöri               ;utca;;0;;0;;;;;;;
6725;Szövetkezeti        ;út;;0;;0;;;;;;;
6726;Szövetség           ;utca;;0;;0;;;;;;;
6726;Szövõ               ;utca;;0;;0;;;;;;;
6791;Sztriha Kálmán      ;utca;Kiskundorozsma;0;;0;;;;;;;
6757;Szúnyog;út;;0;;0;;;;;;;
6791;Szulák;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Szurokfû;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Szuromi;tanya;;0;;0;;;;;;;
6721;Szûcs               ;utca;;0;;0;;;;;;;
6723;Tabán               ;utca;;0;;0;;;;;;;
6722;Tábor               ;utca;;0;;0;;;;;;;
6791;Tábornok            ;utca;Kiskundorozsma;0;;0;;;;;;;
6720;Takaréktár          ;utca;;0;;0;;;;;;;
6753;Taksony             ;utca;Tápé;0;;0;;;;;;;
6791;Talicska            ;utca;Kiskundorozsma;0;;0;;;;;;;
6710;Talpas              ;utca;Szentmihály;0;;0;;;;;;;
6791;Tamás;tanya;;0;;0;;;;;;;
6726;Tambura             ;utca;;0;;0;;;;;;;
6726;Tanács              ;utca;;0;;0;;;;;;;
6791;Táncsics Mihály     ;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Tanító;tér;;0;;0;;;;;;;
6753;Tápai;rét;Tápé;0;;0;;;;;;;
6723;Tápai               ;utca;;0;;0;;;;;;;
6753;Tápé széle;;;0;;0;;;;;;;
6791;Tapodi              ;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Tapolcsányi         ;utca;;0;;0;;;;;;;
6791;Tappancs;tanya;;0;;0;;;;;;;
6723;Tarján széle;;;0;;0;;;;;;;
6791;Tárkony;utca;Kiskundorozsma;0;;0;;;;;;;
6725;Tarló               ;utca;;0;;0;;;;;;;
6728;Tarnóci             ;utca;;0;;0;;;;;;;
6791;Tárnokfû;utca;Kiskundorozsma;0;;0;;;;;;;
6726;Tárogató            ;utca;;0;;0;;;;;;;
6791;Tas                 ;utca;Kiskundorozsma;0;;0;;;;;;;
6723;Tátra               ;tér;;0;;0;;;;;;;
6724;Tavasz              ;utca;;0;;0;;;;;;;
6725;Távol               ;utca;;0;;0;;;;;;;
6725;Tégla;köz;;0;;0;;;;;;;
6771;Téglaégetõ;dûlõ;Szõreg;0;;0;;;;;;;
6725;Téglagyár;utca;;0;;0;;;;;;;
6791;Téglaverõ           ;utca;Kiskundorozsma;0;;0;;;;;;;
6729;Tegzes;utca;;0;;0;;;;;;;
6721;Teleki              ;utca;;0;;0;;;;;;;
6729;Téli-kikötõ;út;;0;;0;;;;;;;
6726;Temesvári           ;körút;;0;;0;;;;;;;
